Address,Latitude,Longitude,Type
dembel bole,9.004895,38.767084,"establishment,point_of_interest,shopping_mall"
"bole,oromia",8.9831138,38.8100855,"political,sublocality,sublocality_level_1"
bole yeshi building,9.0036703,38.7674883,"embassy,establishment,point_of_interest"
Bisrategebreal,8.9914822,38.7266726,"church,establishment,place_of_worship,point_of_interest"
azenan hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
Ayat sunshine,8.998764,38.785166,"establishment,point_of_interest,real_estate_agency"
Ayat hill botom,9.0224591,38.8758031,"establishment,point_of_interest"
ayat apartment,9.0156295,38.7692511,"establishment,point_of_interest,premise"
Atlas hotel,9.0037118,38.7805761,"establishment,lodging,point_of_interest"
Ambasador,8.9920334,38.7882155,"establishment,lodging,point_of_interest"
4 kilo,9.0361657,38.7630358,"bus_station,establishment,point_of_interest,transit_station"
22 yohannes,9.0327314,38.8836618,"church,establishment,place_of_worship,point_of_interest"
22 lex plaza,9.0150077,38.7821705,premise
washington ,9.0023668,38.7800856,"establishment,lodging,point_of_interest"
summit pepsi facotry,9.0040823,38.8538752,"establishment,point_of_interest,premise"
st gebreal hospital,9.0136265,38.8377981,"establishment,hospital,point_of_interest"
south africa,8.9806034,38.7577605,"locality,political"
siy cake,8.9956934,38.7886128,"bakery,establishment,food,point_of_interest,store"
sarbet caldis coffe,8.9951953,38.7389638,"cafe,establishment,food,point_of_interest"
sappahir,9.0001579,38.7833704,"establishment,lodging,point_of_interest"
saphire hotel,9.0001579,38.7833704,"establishment,lodging,point_of_interest"
safair,9.0090229,38.844974,"establishment,point_of_interest,school"
piassa florida hotel,9.041946,38.75285,"establishment,lodging,point_of_interest"
mulmul bakery,9.0199117,38.7863839,"bakery,establishment,food,point_of_interest,store"
mks pizza,8.9995109,38.7851796,"establishment,food,point_of_interest,restaurant"
megnagna,9.0204692,38.8024029,"bus_station,establishment,point_of_interest,transit_station"
megenagna betelhem,9.0183708,38.795966,"establishment,lodging,point_of_interest"
mali embassy,8.9955228,38.7604596,"embassy,establishment,point_of_interest,premise"
korean hospital,8.9994166,38.8077972,"establishment,hospital,point_of_interest"
iss,9.0076715,38.7655377,"establishment,point_of_interest"
haromny hotel,8.996085,38.786148,"establishment,lodging,point_of_interest"
gerji 24 condominium,9.0008487,38.8367987,"establishment,point_of_interest"
betelihem,8.9968589,38.7718325,"establishment,lodging,point_of_interest"
bemnet restaurant,8.9992602,38.7892468,"establishment,food,point_of_interest,restaurant"
bela caf_,9.0194448,38.840199,"establishment,food,point_of_interest,restaurant"
ayat meri,9.0205793,38.8603636,"establishment,point_of_interest"
amsterdam,8.987739,38.7872395,"establishment,food,point_of_interest,restaurant"
africa development bank,9.0079872,38.7651429,"bank,establishment,finance,point_of_interest"
addwa adebabay,9.0375374,38.7522264,"establishment,point_of_interest"
abesa apartment 22,8.991643,38.725039,"establishment,point_of_interest"
22 golagol,9.0155525,38.7871168,premise
gerji mebrathail,9.004559,38.8097285,"establishment,point_of_interest"
kazanchis ,9.0165737,38.7760791,"neighborhood,political"
Kazanchis Effoi Pizza House,9.0025438,38.7796968,"establishment,food,point_of_interest,restaurant"
balderas comdominium,9.0261257,38.7829472,"establishment,point_of_interest,premise"
alert hospital ,8.9856305,38.7103046,"establishment,hospital,point_of_interest"
geyon hotel,9.013381,38.7610321,"establishment,lodging,point_of_interest"
Amsterdam Restaurant,8.987739,38.7872395,"establishment,food,point_of_interest,restaurant"
civil service ,9.0231499,38.832285,"establishment,point_of_interest,university"
atlas  ,9.0037118,38.7805761,"establishment,lodging,point_of_interest"
atlas azim hotel,9.0037118,38.7805761,"establishment,lodging,point_of_interest"
Eliliy Hotel,9.0144345,38.7689649,"establishment,lodging,point_of_interest"
AU sarbet,8.9996132,38.7402231,"bank,establishment,finance,point_of_interest"
bole nordic clininc,8.9843355,38.7781414,"establishment,hospital,point_of_interest"
geyhon hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
ghion ,9.013381,38.7610321,"establishment,lodging,point_of_interest"
sehalite mihret,9.0189898,38.8285911,"church,establishment,place_of_worship,point_of_interest"
rewanda,8.9881665,38.7769854,"embassy,establishment,point_of_interest"
gerji/sunshine,8.9943122,38.8115565,"establishment,point_of_interest"
urael ,9.0024254,38.781312,"neighborhood,political"
Gorgorios School,9.0289655,38.7787773,"establishment,point_of_interest,premise,school"
role minllinum,8.9902942,38.7895542,"city_hall,establishment,local_government_office,point_of_interest"
olompiya ,9.0043588,38.7680892,"bus_station,establishment,point_of_interest,transit_station"
ghion hotel,9.013381,38.7610321,"establishment,lodging,point_of_interest"
gusto restaurant,9.022215,38.7519188,"establishment,food,point_of_interest,restaurant"
pickock,9.0381645,38.7569019,"establishment,food,point_of_interest,restaurant"
yod abysina ,8.99108,38.7935252,"establishment,food,point_of_interest,restaurant"
ollompia yetem hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
dbole medhanealem,8.9925381,38.7914941,"bakery,establishment,food,point_of_interest,store"
sanford ,9.0364311,38.7724812,"establishment,point_of_interest,school"
Gotera Condominum,8.9847827,38.7557975,"establishment,point_of_interest"
dwon town 22,9.0076103,38.7882869,"establishment,food,point_of_interest,restaurant"
totel,9.016298,38.767855,"establishment,lodging,point_of_interest"
lalibella hotel,8.9862792,38.7872529,"establishment,point_of_interest"
hi atlas hotel,9.0037118,38.7805761,"establishment,lodging,point_of_interest"
welo sefer,8.992472,38.7754249,"neighborhood,political"
cmc safeway ,9.0214534,38.8333708,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
ayat 49,9.0156295,38.7692511,"establishment,point_of_interest,premise"
Bole Dildey,8.9885556,38.7925532,"establishment,point_of_interest,premise"
Ayat Zone 6 Oromia Bank,9.004012,38.815716,"bank,establishment,finance,point_of_interest"
ETTA OFFICE,9.0153666,38.7692888,"establishment,finance,point_of_interest,post_office"
boston dayspa ,8.9907495,38.7837711,"establishment,point_of_interest,spa"
22 anbesa appartment ,8.995698,38.7583119,"establishment,lodging,point_of_interest"
kara round abet,9.035753,38.8556719,"establishment,point_of_interest,premise"
Torhailoch,9.0128546,38.7242317,"establishment,hospital,point_of_interest"
SUNSHINE MERI LOKA,9.0331037,38.8504242,"establishment,point_of_interest"
Shero Meda,9.0631941,38.7585536,"church,establishment,place_of_worship,point_of_interest"
venichn hotel,8.9934001,38.7857586,"establishment,lodging,point_of_interest"
shalla ,9.0039078,38.7840918,"establishment,food,point_of_interest,restaurant"
japan ,9.0114665,38.8065185,"embassy,establishment,point_of_interest"
gottera,8.9847827,38.7557975,"establishment,point_of_interest"
fanto supermarket,8.9919228,38.7819941,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
ellily hotel,9.0144345,38.7689649,"establishment,lodging,point_of_interest"
dina gelery,8.986543,38.758246,"establishment,jewelry_store,point_of_interest,store"
dashin terara,9.0214875,38.7739418,"establishment,food,point_of_interest,restaurant"
 ghion hotel,9.013381,38.7610321,"establishment,lodging,point_of_interest"
nordic medical center,8.9843355,38.7781414,"establishment,hospital,point_of_interest"
Absinthe Lounge,8.9907707,38.7940687,"bar,establishment,point_of_interest"
kebe cake,8.9956646,38.7923866,"cafe,establishment,food,point_of_interest"
ambasader tiyater,9.0180798,38.7541624,"electronics_store,establishment,home_goods_store,movie_theater,point_of_interest,store"
bole mafi mall,8.9963835,38.7876821,"cafe,establishment,food,point_of_interest,shopping_mall"
bole medhanealem,8.9831138,38.8100855,"political,sublocality,sublocality_level_1"
embelta hotel,9.0491188,38.7368917,"establishment,lodging,point_of_interest"
bole millinium,8.9902942,38.7895542,"city_hall,establishment,local_government_office,point_of_interest"
AU  ,8.9996132,38.7402231,"bank,establishment,finance,point_of_interest"
"AU, mexico",8.9996132,38.7402231,"bank,establishment,finance,point_of_interest"
CMC  Safari,9.0082027,38.8510787,"establishment,health,point_of_interest"
lanovelle restaurant,9.0322376,38.7528381,"establishment,food,point_of_interest,restaurant"
rebecca building,9.0155921,38.7847956,premise
lideta  ,9.0063465,38.7315822,"political,sublocality,sublocality_level_1"
Mega Building,8.9999798,38.7701506,premise
post office tracon tower,9.0223775,38.7519501,"establishment,point_of_interest"
gerji unity univercity,9.0011031,38.8077972,"establishment,point_of_interest,university"
24 meskid,8.9594635,38.7264942,"establishment,mosque,place_of_worship,point_of_interest"
international airport,8.9800689,38.7989319,"airport,establishment,point_of_interest"
22 zerihun bulding,9.0142633,38.7821707,"establishment,point_of_interest,real_estate_agency"
22 yohanes kitfo ,9.0106055,38.7842086,"establishment,food,point_of_interest,restaurant"
minarch hotel,8.9946281,38.7855226,"establishment,lodging,point_of_interest"
you go city,8.9928348,38.7918998,"church,establishment,place_of_worship,point_of_interest"
geut comercial ,9.0023505,38.7694194,"establishment,point_of_interest"
sarbet mechara condominium,9.010417,38.765156,"establishment,lodging,point_of_interest"
rewanda embassy,8.9881665,38.7769854,"embassy,establishment,point_of_interest"
bole school of tomorrow,9.010325,38.7907138,"establishment,point_of_interest"
jobeli lounge,9.0109313,38.7841402,"bar,establishment,night_club,point_of_interest"
summit  ,9.0027996,38.8528952,"establishment,place_of_worship,point_of_interest"
cmc tsehay real estate,9.0216495,38.8534498,"establishment,point_of_interest,real_estate_agency"
bolle  ,8.9800689,38.7989319,"airport,establishment,point_of_interest"
bolle up and above,8.9800689,38.7989319,"airport,establishment,point_of_interest"
Concord,9.0108167,38.7349586,"establishment,lodging,point_of_interest"
22 getahun besha,9.014731,38.7835032,"establishment,point_of_interest,shopping_mall"
summit meri loki,9.0331037,38.8504242,"establishment,point_of_interest"
techno serve,9.0155921,38.7847956,premise
airport inter flight,8.9800689,38.7989319,"airport,establishment,point_of_interest"
algerian embassy,8.9878039,38.7248755,"embassy,establishment,point_of_interest"
china restaurant ,9.0123509,38.7589992,"establishment,food,point_of_interest,restaurant"
atals hotel,9.0037118,38.7805761,"establishment,lodging,point_of_interest"
korea hospital,8.9994166,38.8077972,"establishment,hospital,point_of_interest"
bole medihanealem abyssiniya,8.9925381,38.7914941,"bakery,establishment,food,point_of_interest,store"
NB,9.0100386,38.7805761,"establishment,point_of_interest"
giorgis,9.0390161,38.7517083,"establishment,point_of_interest"
cmc square,9.0082027,38.8510787,"establishment,health,point_of_interest"
mexico wabishebele,9.0122623,38.7468421,"establishment,lodging,point_of_interest"
Goro,8.9975378,38.8296965,"locality,political"
Flamingo,9.0088253,38.7643871,"establishment,food,point_of_interest,restaurant"
sidamo lougg,8.9939542,38.7781352,"establishment,lodging,point_of_interest"
dashen restaurant,9.0214875,38.7739418,"establishment,food,point_of_interest,restaurant"
22 lex plazza,9.0150077,38.7821705,premise
post office  ,9.0157775,38.7717076,"establishment,finance,point_of_interest,post_office"
pawlos hospital,9.0476832,38.7280995,"establishment,hospital,point_of_interest"
stadium ras hotel,9.01488,38.7523621,"establishment,lodging,point_of_interest"
bole welo sefer,8.992472,38.7754249,"neighborhood,political"
megnagna ,9.0204692,38.8024029,"bus_station,establishment,point_of_interest,transit_station"
eva hotel sheger,8.9983154,38.7849746,"establishment,lodging,point_of_interest"
Wow burger piassa,9.0347008,38.7578362,"establishment,food,point_of_interest,restaurant"
Via via,9.0037118,38.7805761,"establishment,food,point_of_interest,restaurant"
Yeka Adado,9.0665636,38.8702727,"establishment,point_of_interest"
Kaldis coffee bole,8.9951953,38.7389638,"cafe,establishment,food,point_of_interest"
Birhane Adere Mall,8.9957695,38.7879343,"establishment,point_of_interest,shopping_mall"
airport international,8.9800689,38.7989319,"airport,establishment,point_of_interest"
chad embassy,8.947131,38.7317459,"embassy,establishment,point_of_interest,premise"
ambasel building,8.9855585,38.767268,premise
Ameche od ferbet,9.014375,38.758246,"establishment,point_of_interest"
efoy pizza,9.0025438,38.7796968,"establishment,food,point_of_interest,restaurant"
bole hayat hospital,8.9944346,38.7952916,"establishment,hospital,point_of_interest"
bole haymi hotel,8.9995638,38.7850589,"establishment,lodging,point_of_interest"
bole NOC,8.98863,38.790616,"establishment,point_of_interest"
Bole Vanquish,8.9996672,38.7849496,"bar,establishment,night_club,point_of_interest"
getu comercial ,9.0023505,38.7694194,"establishment,point_of_interest"
Dembel,9.004895,38.767084,"establishment,point_of_interest,shopping_mall"
top view megenagna,9.0225554,38.8034105,"establishment,food,point_of_interest,restaurant"
17/17 tena tabiya,8.9981041,38.7169102,"establishment,hospital,point_of_interest"
UN compound elili,9.0144345,38.7689649,"establishment,lodging,point_of_interest"
intercontinetntal hotel,9.0154774,38.769798,"establishment,lodging,point_of_interest"
bole world bank ,8.9934177,38.7769398,"establishment,finance,point_of_interest"
top view  ,9.0225554,38.8034105,"establishment,food,point_of_interest,restaurant"
heizer tower,8.9991426,38.7857509,"establishment,lodging,point_of_interest"
jacross robera coffee,9.0115694,38.8215212,"cafe,establishment,food,point_of_interest"
sapari addis,9.0063327,38.7809804,"establishment,food,point_of_interest,restaurant"
"22, rebcca",9.0154785,38.7848024,"establishment,finance,point_of_interest"
selam bole ,8.9790456,38.7490492,premise
hiliton,9.018495,38.76496,"establishment,lodging,point_of_interest"
flert ,8.9948506,38.7851216,"bar,establishment,night_club,point_of_interest"
radison,9.016298,38.767855,"establishment,lodging,point_of_interest"
oromie tower,8.9866362,38.7687809,premise
24 kokeb building,9.0184777,38.6985784,premise
sarbet  ,8.9928215,38.7382435,"bus_station,establishment,point_of_interest,transit_station"
